Date,Y0.5,Y1.0,Y1.5,Y2.0,Y2.5,Y3.0,Y3.5,Y4.0,Y4.5,Y5.0,Y5.5,Y6.0,Y6.5,Y7.0,Y7.5,Y8.0,Y8.5,Y9.0,Y9.5,Y10.0,Y10.5,Y11.0,Y11.5,Y12.0,Y12.5,Y13.0,Y13.5,Y14.0,Y14.5,Y15.0,Y15.5,Y16.0,Y16.5,Y17.0,Y17.5,Y18.0,Y18.5,Y19.0,Y19.5,Y20.0,Y20.5,Y21.0,Y21.5,Y22.0,Y22.5,Y23.0,Y23.5,Y24.0,Y24.5,Y25.0,Y25.5,Y26.0,Y26.5,Y27.0,Y27.5,Y28.0,Y28.5,Y29.0,Y29.5,Y30.0
2018/11/1,2.52,2.7,2.801560491,2.863041584,2.896628255,2.913506854,2.923684186,2.931703303,2.940775837,2.954181453,2.974218272,2.998991185,3.025503746,3.050696868,3.072084427,3.089719716,3.104310603,3.116579092,3.127261878,3.137110827,3.146763127,3.156343323,3.165846464,3.175268084,3.184604095,3.193850696,3.20300431,3.212061525,3.221019056,3.229873706,3.238622339,3.247261859,3.255789187,3.264201246,3.272494946,3.280667174,3.288714781,3.296634577,3.304423317,3.312077699,3.319594357,3.326969853,3.334200674,3.341283227,3.348213835,3.354988731,3.361604058,3.368055865,3.374340101,3.380452618,3.386389164,3.392145381,3.397716809,3.403098877,3.408286907,3.41327611,3.418061588,3.422638331,3.42700122,3.431145026
2018/12/1,2.54,2.66,2.677190785,2.680646041,2.676482433,2.670134116,2.666298191,2.666389929,2.671009002,2.680772021,2.695877988,2.71478309,2.735477633,2.755913706,2.774406135,2.790868313,2.80562167,2.818992333,2.831311763,2.842917248,2.854096664,2.864918884,2.875397524,2.885546478,2.895379921,2.904912329,2.914158483,2.923133486,2.93185277,2.94033211,2.948587637,2.95663585,2.964493629,2.972178247,2.979707384,2.987099144,2.994372062,3.001545126,3.008637792,3.015669995,3.022662173,3.029635283,3.036610821,3.043610843,3.05065799,3.057775514,3.064987301,3.072317908,3.07979259,3.087437338,3.095278923,3.103344935,3.111663833,3.120265001,3.129178805,3.138436662,3.148071112,3.1581159,3.16860607,3.179578062
2019/1/1,2.51,2.58,2.557640709,2.539672552,2.526790543,2.519278915,2.517308507,2.520533486,2.528475335,2.540651906,2.556478817,2.574971051,2.595028325,2.615529834,2.635523247,2.654806741,2.673367,2.691188996,2.708256276,2.72455117,2.740063494,2.754816805,2.7688434,2.782175902,2.794847346,2.80689126,2.818341727,2.829233441,2.839601756,2.849482732,2.858913169,2.867930651,2.876573574,2.88488118,2.892893589,2.900651831,2.908197873,2.915574656,2.922826125,2.929997268,2.937134157,2.944283985,2.951495125,2.958817173,2.96630102,2.973998916,2.981964552,2.990253151,2.998921572,3.008028426,3.017634218,3.027801495,3.038595027,3.050082008,3.06233229,3.075418642,3.08941706,3.104407106,3.120472312,3.137700631
2019/2/1,2.5,2.55,2.519942472,2.49949679,2.486674107,2.479170705,2.475197865,2.475103699,2.479785271,2.490155433,2.506659395,2.527793785,2.551539127,2.575839134,2.598969346,2.620675883,2.641077178,2.660292054,2.678440298,2.695643081,2.71200794,2.727582154,2.742397946,2.756487886,2.769884978,2.782622728,2.794735213,2.806257132,2.817223855,2.827671467,2.837636807,2.847157503,2.856272006,2.865019622,2.873440546,2.881575886,2.889467699,2.897159021,2.904693897,2.912117421,2.919475771,2.92681625,2.934187336,2.941638731,2.949221422,2.956987745,2.964991467,2.973287866,2.981933837,2.990988001,3.000510837,3.01056483,3.021214643,3.032527308,3.044572452,3.057422551,3.071153219,3.085843546,3.101576478,3.118439255
2019/3/1,2.51,2.49,2.4431737,2.408904385,2.384735087,2.36831991,2.357858623,2.353829924,2.357298624,2.36934947,2.390329324,2.4175227,2.447396386,2.47634843,2.501443418,2.522680554,2.540811631,2.556601121,2.570826719,2.584279837,2.597629693,2.611007577,2.624408826,2.637828948,2.65126357,2.664708391,2.678159156,2.69161162,2.705061526,2.718504588,2.731936472,2.745352779,2.758749033,2.772120668,2.785463017,2.798771299,2.812040609,2.825265912,2.838442024,2.851563614,2.864625184,2.877621065,2.890545408,2.903392169,2.916155107,2.928827767,2.941403478,2.953875335,2.966236195,2.978478665,2.990595093,3.002577555,3.014417851,3.026107487,3.037637673,3.048999308,3.060182972,3.071178916,3.081977054,3.092566952
2019/4/1,2.46,2.42,2.371282855,2.338893349,2.319150546,2.308585006,2.304350417,2.306237356,2.314706389,2.330228192,2.35273505,2.379939699,2.408957217,2.436846685,2.461220983,2.482123734,2.500221997,2.516193815,2.530728774,2.544528512,2.558186547,2.571820631,2.585428319,2.599007353,2.612555622,2.626071119,2.639551909,2.652996109,2.666401866,2.679767343,2.693090701,2.706370092,2.719603644,2.732789458,2.745925596,2.759010075,2.772040861,2.785015862,2.797932923,2.81078982,2.823584258,2.836313859,2.848976165,2.861568627,2.874088604,2.886533357,2.898900042,2.91118571,2.923387296,2.935501622,2.947525384,2.95945515,2.971287358,2.983018307,2.994644154,3.006160905,3.017564416,3.028850383,3.040014336,3.051051638
2019/5/1,2.42,2.34,2.261683346,2.208254042,2.175038374,2.157797096,2.15267959,2.157526986,2.170593012,2.190111811,2.214291793,2.241302668,2.269279011,2.296318914,2.320875038,2.342954259,2.362960685,2.381304174,2.398400969,2.414674206,2.430484339,2.445915984,2.460984136,2.475704011,2.490091066,2.50416101,2.51792982,2.53141376,2.544629392,2.557593592,2.57032357,2.582836881,2.595151443,2.607285555,2.619257915,2.631087632,2.642794253,2.654397775,2.665918669,2.677377903,2.688796959,2.700197863,2.711603206,2.723036175,2.734520584,2.746080901,2.757742289,2.769530642,2.781472624,2.793595722,2.805928288,2.818499601,2.831339925,2.844480577,2.857954,2.871793848,2.886035078,2.900714048,2.915868635,2.931538356
2019/6/1,2.17,2,1.874539297,1.807868136,1.781609788,1.778126167,1.782675791,1.792643676,1.80846451,1.830575821,1.858896463,1.891225001,1.924792256,1.956779601,1.984917664,2.00932286,2.030723139,2.049857645,2.067477047,2.084343894,2.101101462,2.117873504,2.134652613,2.151431477,2.16820282,2.184959364,2.201693792,2.218398717,2.235066655,2.251690006,2.268261028,2.284771821,2.30121431,2.317580225,2.333861089,2.3500482,2.366132618,2.382105147,2.397956325,2.413676406,2.42925535,2.444682803,2.459948091,2.475040199,2.489947763,2.504659053,2.519161964,2.533443998,2.547492256,2.561293426,2.57483377,2.588099113,2.601074835,2.613745864,2.626096662,2.638111226,2.649773078,2.661065263,2.671970348,2.682470423
2019/7/1,2.08,1.96,1.886133693,1.838563731,1.811168337,1.798361458,1.795290587,1.800213637,1.812164164,1.830167154,1.85312352,1.879458159,1.90745681,1.935376837,1.961781704,1.986567227,2.009967441,2.032218852,2.053560957,2.074236667,2.094453024,2.114260668,2.133670661,2.15269403,2.171341802,2.189625035,2.207554837,2.225142391,2.242398973,2.259335973,2.275964911,2.292297452,2.308345424,2.324120834,2.339635878,2.354902963,2.369934714,2.384743994,2.399343918,2.413747864,2.427969492,2.442022755,2.455921921,2.46968158,2.483316668,2.496842481,2.510274693,2.523629375,2.536923013,2.550172533,2.56339532,2.576609239,2.589832666,2.603084512,2.61638425,2.62975195,2.64320831,2.656774694,2.670473171,2.684326559
2019/8/1,1.93,1.77,1.643368437,1.568062062,1.528035393,1.507870493,1.494757044,1.486680154,1.484335393,1.488420628,1.499147129,1.514745077,1.532928801,1.551385191,1.568232059,1.583418725,1.597358977,1.610470622,1.623175906,1.635901923,1.64900431,1.662534702,1.67646799,1.690778877,1.705441852,1.720431154,1.735720736,1.751284237,1.76709494,1.783125742,1.799349115,1.815737064,1.832261097,1.848892178,1.865600688,1.882356386,1.899128367,1.915885019,1.932593982,1.949222107,1.965735412,1.982099048,1.998277254,2.014233325,2.029929573,2.0453273,2.060386768,2.075067176,2.089326639,2.10312218,2.116409725,2.1291441,2.141279049,2.152767255,2.16356037,2.173609069,2.182863102,2.191271379,2.198782058,2.205342654
