Date,Y0.5,Y1.0,Y1.5,Y2.0,Y2.5,Y3.0,Y3.5,Y4.0,Y4.5,Y5.0,Y5.5,Y6.0,Y6.5,Y7.0,Y7.5,Y8.0,Y8.5,Y9.0,Y9.5,Y10.0,Y10.5,Y11.0,Y11.5,Y12.0,Y12.5,Y13.0,Y13.5,Y14.0,Y14.5,Y15.0,Y15.5,Y16.0,Y16.5,Y17.0,Y17.5,Y18.0,Y18.5,Y19.0,Y19.5,Y20.0,Y20.5,Y21.0,Y21.5,Y22.0,Y22.5,Y23.0,Y23.5,Y24.0,Y24.5,Y25.0,Y25.5,Y26.0,Y26.5,Y27.0,Y27.5,Y28.0,Y28.5,Y29.0,Y29.5,Y30.0
1992-07-01,3.38,3.6,4.029404633367042,4.379542762338719,4.678655755009864,4.953769972673099,5.226616335623884,5.493536722602581,5.743823619016679,5.965984486573423,6.151255567885853,6.304954930467555,6.436514817394996,6.555981726377527,6.671797639577398,6.783720285752112,6.88912868068702,6.985221621303577,7.069003534997346,7.1372833622588185,7.187367182175409,7.219221904601911,7.23359741260399,7.231367074985692,7.213531061586224,7.18121523441277,7.135665555170931,7.0782382373167705,7.010386166497049,6.933642383597982,6.849601638832487,6.759901160606206,6.666201828486249,6.570170898114607,6.473467312656472,6.377730475282041,6.284573180722867,6.195579243076966,6.112306242235128,6.036293770515762,5.969077621007696,5.912210549165491,5.867290598777744,5.8359985737690225,5.820147160979042,5.821745643673837,5.843086405012682,5.886863072919437,5.956336261314653,6.055573466765077,6.189808939409171,6.366006166465637,6.593780371083141,6.887001701694595,7.266790032763748,7.767659711515084,8.451858642570622,9.449865306543671,11.118665578441743,15.420471377032827
1992-08-01,3.31,3.47,3.873334088749453,4.207560718954701,4.4957381632800395,4.760086059833074,5.018579124081439,5.26901585918518,5.5036408204613965,5.714145141915741,5.89421673807868,6.047751502664107,6.181605238349799,6.303063208712983,6.418282783729683,6.5273140127436715,6.628547219959798,6.720266588954461,6.800644816768398,6.867744347975035,6.919955905387123,6.957366220534121,6.980564107124,6.990223111594221,6.987104997318984,6.972060673343673,6.946028482105492,6.910029900764543,6.865162864034707,6.812593068357272,6.753543753328627,6.6892845638441925,6.621120166679365,6.550379324689314,6.478405122792632,6.40654700027477,6.3361551861653185,6.268578074230958,6.205163029292464,6.147261106340374,6.096236209286967,6.053479341704323,6.020428839491055,5.998597871256082,5.989611118520935,5.9952535234029325,6.017535518452394,6.058781586172585,6.121752974968991,6.20982212297381,6.327228151193211,6.479464476546979,6.673891568128246,6.920754317597774,7.234975564178935,7.639566478873996,8.172790277674068,8.905446447895736,9.992326401934022,11.894928382960755
1992-09-01,3.04,3.18,3.578263480280154,3.9059539542123534,4.190089454121682,4.457288029502475,4.728773746636463,5.000296357431761,5.260559735826201,5.497475477127198,5.701262703766102,5.874569997154245,6.023568642830159,6.154832374401428,6.274102417153715,6.382339635921492,6.479253170316726,6.564541301624694,6.637895499205534,6.699005901237894,6.747687564646333,6.784263350613808,6.809233078757559,6.823159518527691,6.826670894482784,6.820461850036214,6.805292811066618,6.781987770937898,6.751430606382128,6.714560122944398,6.672364112490388,6.625872777433352,6.57615193214846,6.524296429063448,6.471424275472246,6.418671910470519,6.367191105651897,6.318147947013827,6.272724359925184,6.232122667418657,6.197573740931025,6.170349432923178,6.151780201280365,6.143279187919666,6.146374563463216,6.162752800931591,6.194316869582537,6.2432654483062615,6.312202687187266,6.404293795901479,6.5234917342050815,6.674878410005844,6.865198346285829,7.10373264451953,7.403812795629086,7.7856339328223445,8.281984384633935,8.95147268342211,9.915260588038953,11.496212248573343
1992-10-01,3.13,3.3,3.740802795895871,4.098444551999345,4.402498872521101,4.681940113169832,4.960158232324067,5.233849291088294,5.4923410387990055,5.724184760846534,5.920345418381673,6.084555823421647,6.224226297227968,6.347254312876335,6.460439208531523,6.564433325135522,6.658251774882151,6.740854138735007,6.8111457076524715,6.867982954515062,6.910471095120731,6.938880334334308,6.953843477864892,6.956076146398599,6.946378686991144,6.925635677593462,6.894813015952211,6.854952720379023,6.807165710914426,6.752622972352964,6.692545613341607,6.628194418830185,6.560859541116061,6.491850987163176,6.42249054149932,6.354105724185633,6.288026335166873,6.22558409549262,6.16811588010438,6.116971065722005,6.073523613552051,6.039189698801097,6.015452027440702,6.00389250634224,6.006235754087735,6.024407221223339,6.060611715404588,6.1174414066989335,6.198027857721218,6.306262077539084,6.4471236402356995,6.627192169518204,6.855479200210436,7.1448576097049195,7.5146921530135895,7.996128834392784,8.644089818851025,9.569686378343398,11.057064310292404,14.35449317333696
1992-11-01,3.44,3.68,4.20650182416334,4.603923373796052,4.916775805614949,5.188824414581781,5.456132274359672,5.716875192632211,5.958900724257013,6.169186173487022,6.337843246978223,6.471015875837576,6.579537038301198,6.674926553848291,6.766907442120839,6.855567737390272,6.938398399001102,7.012742753382149,7.075784597811181,7.124548573961796,7.156557293129702,7.171872751425231,7.171298649931453,7.155750187195233,7.126254476298355,7.083947103161254,7.03006494646647,6.965935617157316,6.892964104041477,6.812617406231089,6.7264080722367545,6.635877636726492,6.542580946414889,6.448072303594602,6.353894245460047,6.261569641626141,6.17259765607593,6.088454008441064,6.010595907027721,5.940472035156756,5.879538076809099,5.82927849597576,5.7912356776961875,5.767048163192652,5.758500677022651,5.767590140958455,5.796614232593276,5.848292882733568,5.925939546704305,6.033710330668414,6.176979587226294,6.3629300781671345,6.601526523067624,6.907219089003701,7.302152610521443,7.822825116089746,8.535872601516168,9.583762013661623,11.371949601536238,16.520705020196818
1992-12-01,3.47,3.71,4.284391369651899,4.695716703257297,5.001535661990586,5.259280115752836,5.516343474573101,5.770538382538395,6.006212933582346,6.206636445928245,6.359051673920455,6.470908318305982,6.5555354880421115,6.627060098542288,6.697430246846884,6.767141899779475,6.833649395405963,6.8942794981426,6.946214760348493,6.986488166560881,7.012620751462503,7.024612626610413,7.023169398620664,7.009082036762994,6.983227251278521,6.9465652155815905,6.900134727875567,6.845046052632066,6.78247182408898,6.713636518134677,6.639805093700583,6.562271462144795,6.482347460323026,6.401352982886969,6.32060787971317,6.24142615714602,6.16511295149574,6.092964685896804,6.02627279372963,5.9663314105015335,5.914449520357442,5.871968216777351,5.840284032382037,5.820879760464156,5.815364912401099,5.825529067090145,5.853413105985842,5.901406105552924,5.97238023507763,6.069883813458257,6.198426540969492,6.363916716408823,6.574360947178716,6.841043243346906,7.18064225978541,7.6193538858057295,8.201833849131816,9.013806599485395,10.254720647526797,12.607352385746298
1993-01-01,3.24,3.5,4.0245667395776925,4.412719560411011,4.713566126923022,4.975572535564618,5.238428532447117,5.499063807704084,5.742750560594329,5.953742172659125,6.119866166726141,6.247325885225139,6.347647321978957,6.433063300798722,6.514009429591485,6.59129599450447,6.663186560984548,6.72785852870575,6.783394458104109,6.827780435249068,6.85935679700932,6.878223186147228,6.884987210700972,6.8803277028424885,6.864995804139742,6.839814066338104,6.805673598965655,6.763529398507398,6.71439409928063,6.659330484105678,6.599443174914818,6.535869983137258,6.469773433588666,6.402332983750963,6.334738446432441,6.26818509477465,6.203870893965757,6.142996275331163,6.086766858687304,6.036399552487106,5.993132535228202,5.958239767045022,5.933050926585449,5.9189780587448455,5.917550822420382,5.930463157148486,5.959635634602993,6.007300058774463,6.076116626193653,6.16934027014055,6.291063854612714,6.446586061971348,6.642990630637643,6.890102945506819,7.202164656088152,7.600988687140376,8.122503735997562,8.832261058973444,9.870285482485226,11.634497477091871
1993-02-01,3.16,3.39,3.799561495796949,4.1171423508450165,4.377977823253112,4.616362764906511,4.8597784541478175,5.103430300887158,5.333669680023131,5.535963212943942,5.699049636551937,5.828312207870114,5.933899320326933,6.026548371182707,6.115422445685875,6.201322683765214,6.282841071822305,6.358496256944833,6.4267244119120255,6.485874669775561,6.534568500126012,6.572831642819843,6.601087607640893,6.619806944681355,6.629509671815051,6.630766645713897,6.624199836360372,6.610481509720932,6.5903323748879075,6.564518807058884,6.533849312411026,6.499170451590362,6.4613624821087745,6.421335014402199,6.3800230010185395,6.338383394376094,6.297392818501439,6.258046608623013,6.221359585727598,6.188368959323044,6.160139801090523,6.137773618324291,6.122420697376269,6.115297109635509,6.117707614884165,6.131076219722583,6.156986950253466,6.197238641877897,6.25391951614858,6.3295105045926485,6.4270316112448445,6.55025483989654,6.704023882485926,6.894752360539691,7.13123585728148,7.4260496018564215,7.798124454621126,8.277935011218677,8.919289418749239,9.831287779037055
1993-03-01,3.15,3.33,3.6799681300929357,3.9644087527803054,4.207355280692164,4.431927935787489,4.656738708613452,4.879244090304793,5.091143925175098,5.283622703023367,5.449478634663511,5.590005466070814,5.708847919115912,5.80986272690382,5.896640861259097,5.9709791774335805,6.034274265837743,6.088011075250148,6.133765732460866,6.173207470979919,6.207823944388016,6.238059637336033,6.264103602255002,6.286163425205778,6.304465419328627,6.319254853561033,6.33079617220812,6.339373178333558,6.34528916851409,6.348867019450571,6.350449238990542,6.350398005742785,6.3490952329640535,6.346942704028789,6.344362338822599,6.341796663204367,6.339709567778702,6.338587458380987,6.338940920003549,6.341307039943843,6.346252566953514,6.354378124220042,6.366323749563629,6.3827761126472025,6.404477865569602,6.432239733742916,6.466956169308232,6.5096257017590595,6.561377580786017,6.623506996838636,6.697522221737385,6.785208666998633,6.888717519310935,7.0106910230995245,7.154444044042562,7.324235045635354,7.525684844092314,7.76645134169126,8.057373591529412,8.414539231661077
1993-04-01,3.06,3.24,3.5747598820692144,3.8536324011542598,4.098775505437079,4.331425709467562,4.568132647137587,4.803730812974788,5.0270285377603425,5.226127761500496,5.391682177920169,5.527368902556999,5.640551623894135,5.739014045095048,5.829541032586748,5.91345671423672,5.990676503978299,6.061118159132399,6.124701468814621,6.181348740749173,6.231035431048046,6.273947032717795,6.310340713510002,6.34049803595706,6.364726416022947,6.383360315784076,6.396762136542995,6.405322793416397,6.409461968567299,6.409628057852474,6.40629784446598,6.399975952766885,6.39119415542014,6.38051062686446,6.3685092557156056,6.35579914808889,6.343014473445818,6.330814825443761,6.319886294058675,6.310943474501895,6.304732676792797,6.302036652437965,6.303681228789871,6.310544347763311,6.32356815896109,6.343775040798607,6.3722887520857565,6.4103624061549,6.4594156996492496,6.521084967499537,6.5972914292474645,6.690335889722407,6.803032982278564,6.938906362684051,7.102481200978119,7.299738448392777,7.538851394124796,7.831444518907619,8.19489177501602,8.656886554830045
