date,US_bonds_01,US_bonds_02,US_bonds_03,US_bonds_04,US_bonds_05,US_bonds_06,US_bonds_07,US_bonds_08,US_bonds_09,US_bonds_10
1973-01-31,,,0.019342532034099552,0.4223290269559252,0.5604780340758865,0.29621493329109133,0.30851202465687433,0.15485308087242453,0.4375100823897453,0.5285531014952976
1973-02-28,,,1.4790299952805626,0.5885582360222208,0.6701208403803736,0.3191252372415966,0.2740273922081136,0.16067955131675196,0.21289335901396433,0.6719981151400704
1973-03-31,,,0.01534556967466032,0.04701396476817611,0.656488437820438,0.3476553027743352,0.28519998042964173,0.1813303382355353,0.43889852424136794,0.5374585604857706
1973-04-30,,,0.048974004596459474,0.6710521358598719,0.687779501206757,0.3324510935923115,0.3267427749297602,0.26442102983952137,0.2987024461549042,0.33485891062796147
1973-05-31,,,,0.2652930156242217,0.18526232797105174,0.3255837508744239,0.3186517154755367,0.26725678473561204,0.26695212803425367,0.1164402630243804
1973-06-30,,,,0.01831571361030182,0.11992616639213191,0.4221923284272367,0.33053873122624383,0.25289431640834886,0.21230208786322366,0.21555244448088035
1973-07-31,,,,0.0,0.023529809639937695,0.2511375168832848,0.3195332003977033,0.3805468635749321,0.3811291652884643,0.34925902656207497
1973-08-31,,,,0.04066934138081867,0.06550435786469146,0.2626784178675325,0.3080101668191115,0.3088664413519372,0.30555100340450575,0.23828182252188881
1973-09-30,,,,0.011509751481234775,0.2121295411013871,0.3873810009864859,0.31106099539433657,0.37164759163485145,0.09169046714366293,0.40016434591417915
1973-10-31,,,0.007921723619981835,0.02598132478944379,0.04859671318845124,0.5210698163590772,0.29554610308351775,0.3084321509737718,0.26530838082966496,0.0253656137847956
1973-11-30,,,,0.02564823162578023,0.02995886252006985,0.4492351103129417,0.3166358646094407,0.29002636698432205,0.11526773295668319,0.17107267989230798
1973-12-31,,,,0.05895895990523928,0.0358489914447115,0.558303203784827,0.31277070199971657,0.23853253862044263,0.22059865433634365,0.2948370364999041
1974-01-31,,,,0.020133754287512212,0.16356142777867563,0.6247652406104031,0.3108808263321173,0.2543501475603654,0.2113720831836625,0.23310294385351477
1974-02-28,,,,0.034212715300197566,0.021258858806148778,0.5155011856813413,0.30047033767330683,0.28379785491407333,0.23191116869411393,0.4066021068272987
1974-03-31,,,,0.031749176084655474,0.021408241878767997,0.30402469418669154,0.35310046476562806,0.31779617658190573,0.36681900858936173,0.45568934230315833
1974-04-30,,,,0.03314335028151098,0.014067166611758275,0.19225585785666077,0.40648266899340907,0.3115515848810757,0.20647752602239325,0.2563525274213061
1974-05-31,,,,0.03351383733546778,0.03530871472420263,0.08237104571697643,0.4026982823181141,0.30618262132438745,0.29382685732534314,0.23080297288105497
1974-06-30,,,,0.039899790538782544,0.030239885189718176,-0.03187320314080282,0.4511930777454117,0.29712453532643507,0.3122809277777828,0.27963015064609337
1974-07-31,,,,0.033115608784497604,0.029150288120849372,0.594349627107546,0.18662247286121655,0.38785044288537873,0.3345158599572682,0.29722431160184964
1974-08-31,,,0.041024140152432144,0.02497454098242782,0.05459635038652533,0.545475829744738,0.37036751814420443,0.3810102927327372,0.3510014993571836,0.24869149188079315
1974-09-30,,0.039604920563187804,,,0.02004840418871732,0.3078069964684325,0.38212469746147615,0.4767444118267838,0.3237682800173855,0.2523672751243237
1974-10-31,,0.020652687894133107,3.725886179743032,0.016381602371885764,-0.017785432433216203,0.12698686540758589,0.4503892506465178,0.3003388975605336,0.29895333495675636,0.2226082612712058
1974-11-30,,0.03368117483038553,,0.018653390591133835,0.025659580666752117,0.19768914724892156,0.5318976573134596,0.23373877815686545,0.34185117848915797,0.2915031706198527
1974-12-31,,,,0.03660005501444507,0.03490152865897942,0.3207074858476593,0.5567682644451699,0.2976871655196822,0.30465802666150715,0.3179185543918476
1975-01-31,0.05240027639353177,,,0.04236474665943137,0.33876553230946516,0.5728196313721525,0.3344700629358866,0.29888347653781133,0.3324653728000108,0.3828942999874274
1975-02-28,,0.07033725887294492,,0.014625133999541684,0.690493912170194,0.49444097365209294,0.2618722149091214,0.2950868635617851,0.2636039912899352,0.298042119080609
1975-03-31,0.05455898425043461,0.05251374748827576,,0.051728048725034115,0.630145780858746,0.5104171493596448,0.37564721049620414,0.2337517396747203,0.31618310115890025,0.4120067237529107
1975-04-30,,,,0.03993912803833021,0.015877254575520767,0.4598455828000837,0.40855478025804104,0.22539228585403528,0.29030680532927466,0.3218541373620839
1975-05-31,,,0.20067069546215124,,0.5122741171894246,0.5186965985147401,0.3739742298925014,0.2705750434633958,0.3357510777154707,0.14493509959339898
1975-06-30,,,,0.27819462104508236,0.08179158393183159,0.4227092971633582,0.3428588935782636,0.279198338188204,0.32006696746025315,0.2692339049510375
1975-07-31,,,0.045876583977305506,0.042310135635001765,0.05411538160568579,0.35891777705604117,0.3743985150599037,0.2908637741962552,0.3403677464878335,0.19691166023480605
1975-08-31,,,,0.02839258627165793,0.03214034690754485,0.7021769365060521,0.5991033746947736,0.4518328085513203,0.38254519831950695,
1975-09-30,0.06810186478419396,,,0.016637534735053444,-0.28514839309419027,0.6131842901641332,0.48977055865670455,0.33021716503637855,0.3214456098487428,0.37945746451332496
1975-10-31,0.07483419914608973,0.05223358594719227,,0.21471560305869156,0.4797489211070671,0.3372161167417986,0.3598811189339745,0.28648566386468954,0.25778880795367015,0.3032871906486762
1975-11-30,0.061313184812723284,,,0.17442888034141588,0.1672005666772743,0.5063304429864891,0.36445431211424534,0.2860319857654554,0.2519455449476929,0.3353682257592253
1975-12-31,0.040193493399689334,,0.030394612097035954,0.044323906906724386,0.5532134442045609,0.43708830684470895,0.27161879060768834,0.28800549696687544,0.30931746654646125,0.328747106690729
1976-01-31,,,,0.12093123084857853,0.8045365164370224,0.3690982568695998,0.29704879032241166,0.3115055259494792,0.3031200586543805,0.34292112432885674
1976-02-29,,,,0.27981100386532975,0.5204285557924373,0.2867943566471822,0.3339607471202977,0.3037923160444854,0.2778034311475337,0.2911493446773263
1976-03-31,,,,0.2431049489330679,0.3697814743093911,0.4801351692125322,0.3356924766602622,0.2985277371841628,0.2781802464338443,0.5676560507054214
1976-04-30,,,,0.12243983709114968,0.2088432773983199,0.40734746537377503,0.30148493256486664,0.30386308071578877,0.2318966638856494,0.4421798502101306
1976-05-31,,,,0.07099047144363511,0.3341655376168302,0.3482075099369496,0.3318192623001975,0.3128883997152384,0.25955973508650837,0.42380377583346374
1976-06-30,,,,0.059505420885428026,0.3331575269502446,0.3583350579256618,0.3340138641881416,0.3197184593494569,0.2752930711215643,0.3514144621008559
1976-07-31,,,0.027651016763140763,0.04535638222944854,0.3749939559404091,0.4440246868526944,0.33139109027636965,0.29069222398650413,0.27812145615451633,0.32073192703161424
1976-08-31,,,0.01357381009380179,0.050788973539667666,0.4489555021832148,0.43750739650046,0.29675029627563954,0.3311479046173386,0.1983812908577185,0.35512103904948256
1976-09-30,0.037231514597346624,,0.04183043623809092,0.15063237195468457,0.5814280698633645,0.46008828650251943,0.3223583552949586,0.2875774039001056,0.27317679826154523,0.41301168741654176
1976-10-31,,,0.04363346647459673,0.5279537725366641,0.41938924508715597,0.3376987032696706,0.2846237674268014,0.2826542346519779,0.24714740040038644,0.32094020915460125
1976-11-30,,,0.059183718171383216,0.5295216339054319,0.34289140619222924,0.2737211207215865,0.3043622962151971,0.2851987710210613,0.35880874884141883,0.34699554644737507
1976-12-31,,,0.05150389690049642,0.5041377112255835,0.41442201116451277,0.3107282854758857,0.30653034820960606,0.3573527933702431,0.26937822179674,0.2765298720995919
1977-01-31,,0.017648919821205523,-0.01225934793325273,0.1824329022312389,0.3363969833063795,0.35808995235510105,0.31401116764445136,0.3428309093080884,0.3627899760508287,0.3949308808035526
1977-02-28,1.709856906529945,,0.12176649198063491,0.49076215661804645,0.34486619031357046,0.30297479118477977,0.3490321914315182,0.33716477404392226,0.2436108442309814,0.11447284573045123
1977-03-31,0.06774598853238813,,-0.03669226679992262,0.4233162310970519,0.37917492817008785,0.3093681014717497,0.3080837121845527,0.2957899675588864,0.3275689370403453,0.2006915101628388
1977-04-30,,0.03847614894047028,0.484465268525525,0.4898841579933438,0.4500723730235296,0.274513006198452,0.2985541129013711,0.2629855962159156,0.2893765609600697,0.3340245862544724
1977-05-31,0.021709205566761508,,,0.20555142956571923,0.32610132557613686,0.2691706769707075,0.28990743298995586,0.31127425405543774,0.30951273431273163,0.32932052513022025
1977-06-30,,,,0.4610506935781891,0.38036151791096584,0.3125688235269754,0.33337605752878774,0.32588886210431905,0.2247015721906277,0.28501433107539687
1977-07-31,,,0.01143437762566295,0.294865893303574,0.25685188714632756,0.32073181199162604,0.31993255310459834,0.2760948493062262,0.37801857047089743,0.4044988914650146
1977-08-31,,,0.053398963488843834,0.8734752630027979,0.29919359567393816,0.3136471781007606,0.2933400002356633,0.26009183804846275,0.3287366662386549,0.348259446288004
1977-09-30,,,-0.0014892035514676343,0.06824876679167682,0.18194604625514282,0.30499648026187853,0.2965505806030169,0.3080490900020711,0.2922585221389635,0.350793823703223
1977-10-31,,,0.10720298274398078,0.3947557156427019,0.045135806302149965,0.3231915096617097,0.303224534990139,0.2907510365054936,0.22596244549460678,0.24244615624891394
1977-11-30,,,0.08272386235777218,0.05607995378684652,-0.04598569653452586,0.3788093445784374,0.3202683127504359,0.2876338643388918,0.2546876365460489,0.3188785081130673
1977-12-31,,,0.07296912484697864,0.07049335192484851,0.07420066315336107,0.339840898493555,0.2814913885008291,0.2930165099073696,0.20772475538519247,0.362537145867307
1978-01-31,,,0.36843184879566987,0.07144723302213134,0.15265232657556776,0.2590648235138073,0.3144330123329153,0.3015825607516553,0.4058979396649764,0.31958413809045794
1978-02-28,,,0.21555807482457612,0.06447299741020963,0.36279558363858844,0.28556117394137537,0.31975925990694753,0.28202342036183226,0.31438459793149925,0.34655120385417737
1978-03-31,0.06637135464164798,,0.06489276153921276,0.49723647774234164,0.5089833587605046,0.28822020898047074,0.3471369326556876,0.27407922151374076,0.19915950607798505,0.3705515628983522
1978-04-30,,,0.14746448692844671,0.05707109351014487,0.702010268861125,0.4072190670633554,0.3261846549544125,0.32019853826079414,0.22769037530123568,0.5691064119189897
1978-05-31,,,3.4014991795494964,0.04880170952506625,0.4861997408752319,0.34502974586497553,0.35996105848402365,0.2851646455600773,0.3845940444198366,0.5179734515674133
1978-06-30,,,0.3705332744621336,0.056673613450032724,0.338128625655776,0.2536420426375044,0.2671397795059916,0.326745827747286,0.2848170159712189,0.30165670025285196
1978-07-31,,0.06251394769042584,0.2769932031191338,0.04419569915549324,-0.11331417550733369,0.42874611995751116,0.2941071522117267,0.3149922020815071,0.27332160222933466,0.4145147868442606
1978-08-31,,,0.25233587642954236,0.06362603945195845,0.4498186689824063,0.23567612791714673,0.32724020941690685,0.2975874935165325,0.33135557357968737,0.34168550766375644
1978-09-30,,,0.08981436403743163,0.5519509664282995,0.09265819371449205,0.194462849006542,0.26267056448303344,0.3336159592317627,0.2646661576242052,0.24626542737928098
1978-10-31,,,0.08004270767353636,0.2887161958928989,1.0571519098374085,0.4161150698909121,0.34339044761659215,0.3364426115166305,0.29527661655057474,0.2902003001449991
1978-11-30,,,0.09129142020940723,0.23638994587032244,0.10307596830174964,0.3506494815912758,0.29037594735242833,0.31591023264896745,0.3295216131753873,0.2699837930459536
1978-12-31,,,,0.18407618627670963,0.9258294762391894,0.37355479399359465,0.31236672758446277,0.33725902860966456,0.28823748130785776,0.2781824128491845
1979-01-31,,,,0.12684716636251311,1.5576251472775453,0.15022727517017595,0.3589358783577201,0.3182174447344246,0.3261456774601011,0.2860068399319876
1979-02-28,,,,0.1291344992752787,0.09685868102540825,0.3482569556262572,0.24103730435156828,0.33412426822668906,0.29227802869206637,0.435144648044446
1979-03-31,,,0.12871912521748693,0.06381603697840456,0.15738306104230348,0.263772749038236,0.19575044346229606,0.33964277513926594,0.2857840027506798,0.3163363659069821
1979-04-30,,,0.11315384994319178,0.27239684057837976,0.08992735726344418,0.2542603647176688,0.49891827922719806,0.32998950485721823,0.25860939391235255,0.3325809883501281
1979-05-31,,,1.6893678233109461,0.26194674981500027,-0.05864786016711227,0.47397885378379717,0.4679001756246937,0.3094240938288774,0.29970747111516904,0.20173062094206431
1979-06-30,,,1.5819639984532616,0.023506663683795996,0.17735425179219305,0.3244523544430828,0.28019061484625074,0.3598755617546879,0.27059490064126496,0.2058333346893721
1979-07-31,,,2.915601311860111,0.11890994932054237,0.06265310205253766,0.5823254653923596,0.18990529512317264,0.32469295984162483,0.2831403732142893,0.27211005369903235
1979-08-31,,,0.11742930444938579,0.41198343772704893,0.2502538043118418,0.5299069544162844,0.3627863955076602,0.3195223803770484,0.30756097203116667,0.4165089009707453
1979-09-30,,,1.5107748560850585,0.6574322433967923,0.5561903901780556,0.5603252239091696,0.2253601746991653,0.2821852399792007,0.3133127848673442,0.3197646435820735
1979-10-31,,,0.05198716367637719,0.40446401206564875,0.09876976526273566,0.1730043994600905,0.1880786357440825,0.5058685201423335,0.3532830373054024,0.2908530963934605
1979-11-30,,,0.1256657818185718,0.04929752074750367,0.1223364945502963,0.3047072543348584,0.46205942015263995,0.24743054344213458,0.33368036173896803,0.3030203300508951
1979-12-31,,,0.11932322012151864,0.20970822301737743,0.13320307951547486,0.10041971785464847,0.18323968329391166,0.3257729401923132,0.3282509203145639,0.25985765239226405
1980-01-31,,,0.25464221837358075,0.07957834023616951,0.10171407486247723,0.398757699108399,0.5774061146164322,0.34593106041727967,0.31835279580995146,0.33215970346930374
1980-02-29,,,0.1340692680296912,0.08029193481786502,0.30129277995929804,0.0675517193371541,0.3842201815612911,0.06612452354402436,0.3807606133512176,0.3297587114775564
1980-03-31,0.9398815241679307,,3.3843902633457743,0.054508671343679406,0.11555832776124775,2.298683891365214,0.1119363262930865,0.04216690512338913,0.45530074085298244,0.33081638972399036
1980-04-30,0.07570801423530153,,,0.06847539012498545,0.09010375674889569,0.05697287012007134,0.460952484563225,0.12095204611916195,0.30185049963178906,0.32150862326580915
1980-05-31,0.08119563603839691,,5.37698309229271,0.04792045546222431,0.2799694805616964,0.18007882586312263,0.9530481000842893,0.6173309139265072,0.311061741073242,0.28355757021240247
1980-06-30,,,0.04923061343479586,0.2051962062953828,0.17571824254721596,1.0731288784932207,0.2902987748393754,0.5986499690826618,0.31330950037101624,0.30337325193993875
1980-07-31,0.2894353249569167,0.7281500351383658,0.06592303024266291,0.02994641079659216,0.6766819138138606,2.1690636849048244,0.7787216997310026,0.3779151183230414,0.3583045413812649,0.31063033628548203
1980-08-31,-0.001662510773613414,0.6707183773944297,,0.031214498822130076,0.0255873094374638,0.08352145417562883,0.4347764047292732,0.16778233811250212,0.33481933972583955,0.34588813174011984
1980-09-30,-1.0892643177181405,1.008004685861091,,0.02454794875897806,0.02653608817748415,0.11699547366306562,0.04791698593013426,0.14945524851254624,0.2876398301051966,0.33983848209213974
1980-10-31,,0.7146631362952361,,0.047166133773852564,0.04768782459727461,3.3958116392604234,0.0668762769123753,0.2876217620526877,0.36339788192973144,0.35497325779584143
1980-11-30,1.087228883789493,0.6412149833817196,,0.04234205888416808,0.02921976583554011,1.0012122464744446,0.016370890729995945,0.24745076098890587,0.4223229935355079,0.33677881707343776
1980-12-31,0.015266889525566808,0.5463059763515129,,0.05082929699785169,0.032103222424630054,-0.5374882278381297,0.045459052193921684,0.0668779640156689,0.2726759539986543,0.32228102812703957
1981-01-31,0.45532456074860944,0.9589030159927773,,0.03575485508155963,0.018777511880934555,0.4737431592109617,0.03855989591861707,0.1307284486876133,0.36914423263741497,0.32545984528346483
1981-02-28,4.0452429616610335,0.6413745693537174,,0.0395297508319527,0.038678715838499536,0.4259082153844071,,-0.23926655160788002,0.3714927239257436,0.2999190359360594
1981-03-31,1.1028174249532914,0.5062706313376566,,0.01961859515137898,0.03409827782025374,0.6518840348206933,0.05943783732454085,0.35433621131234766,0.34302119180588375,0.3201506138659948
1981-04-30,,0.3637989706973921,,0.02830587464681487,0.03650890006879028,0.10031660434784719,0.3215327775184612,0.2408877446615736,0.30170913201401356,0.32807416103796316
1981-05-31,0.3565611526486381,0.709417145933732,,0.03418285354256771,-0.34865178354483034,0.9746609407916191,-0.8111930605939763,0.4077417131567372,0.42816121796478873,0.32738964977730367
1981-06-30,0.01083695132987742,0.3592350019040365,,0.03454209811197572,0.02323266622701162,-0.6839911356483966,0.5059770082984221,0.0951892504276752,0.24271151166546598,0.34587564525888936
1981-07-31,1.4816202310135709,0.27229966459434324,,0.025675557922554743,0.029206254572912444,0.7448302104576536,1.1865967585052526,-0.32077656242086433,0.18899923882623149,0.3242955706022326
1981-08-31,,1.0092561620209404,,,0.03870028338791342,0.06952193137279569,0.6518368620388113,0.0712434473253527,0.20314393391867683,0.3225908938134589
1981-09-30,0.7424206579769551,0.9132968908170873,,-0.2643865098482589,0.05951586923402696,0.053955932517809335,0.07438897343436224,0.06587984358486376,0.0712642853958195,0.33743357273126406
1981-10-31,0.027111216470862037,,,0.029734161023619303,0.3063557950931284,0.046127354841653166,0.9562056507282467,0.19452108954585787,0.1610347674570223,0.321493012460301
1981-11-30,0.22375801877649115,0.9278477130718242,,1.283005889563206,0.059434144269935284,-0.6795264020353289,-0.8364655749336501,0.24287932740442583,0.35995077438880163,0.35820984736651196
1981-12-31,1.454625855030732,0.8948293460344914,,0.043698436999454554,0.20060051153794076,1.3375041969504586,3.158740866011216,0.2173592765165568,0.29355047488549474,0.3186704836377196
1982-01-31,0.9798928076904151,0.9202274558555642,,-0.0015132411462672407,0.03719188690787592,0.9218133558054017,0.05975726610723604,1.0543559129614501,0.20770664370252695,0.32572766466607367
1982-02-28,0.14599772059774976,0.5597087398498425,,0.03518654921924714,0.05336658882262013,0.06899035628980667,0.6377676861139023,0.4758982997829139,0.8784568386331298,0.31448070589147725
